imageId,placeId,title,source,sourcePage,originalFile,creator,license,licenseUrl,changes,downloadDate,originalWidth,originalHeight,originalPath,originalSha256,usage,role,status
barcelona-palau-maricel-01,palau-de-maricel,"008 Maricel de Terra i Maricel de Mar, a banda i banda del carrer de Fonollar (Sitges).jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:008_Maricel_de_Terra_i_Maricel_de_Mar,_a_banda_i_banda_del_carrer_de_Fonollar_(Sitges).jpg",https://upload.wikimedia.org/wikipedia/commons/b/b9/008_Maricel_de_Terra_i_Maricel_de_Mar%2C_a_banda_i_banda_del_carrer_de_Fonollar_%28Sitges%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Enric,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed",2026-08-05,4160,3120,source/ASSETS/photos/originals/barcelona/barcelona-palau-maricel-01.jpg,561758251e97215872cc83b10527038a76ac8ad3499534e20970356dd2bf82c1,daily/day-04.html;places/palau-de-maricel.html;chapters/barcelona/places.html,major,processed
barcelona-pa-amb-tomaquet-01,pa-amb-tomaquet,Pa amb tomaquet - stonesoup.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pa_amb_tomaquet_-_stonesoup.jpg,https://upload.wikimedia.org/wikipedia/commons/4/44/Pa_amb_tomaquet_-_stonesoup.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,jules / stonesoup,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed",2026-08-05,2378,2903,source/ASSETS/photos/originals/barcelona/barcelona-pa-amb-tomaquet-01.jpg,1cee777748df082b1dcc90c04825295cbf99ab727f68266879dddd60ac723d9c,chapters/barcelona/food.html,supporting,processed
barcelona-crema-catalana-01,crema-catalana,Crema catalana. Postre.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Crema_catalana._Postre.jpg,https://upload.wikimedia.org/wikipedia/commons/a/af/Crema_catalana._Postre.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Juan Emilio Prades Bel,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed",2026-08-05,5184,3888,source/ASSETS/photos/originals/barcelona/barcelona-crema-catalana-01.jpg,cd7a104a079e4f7a717ac161f37aadca4919d03a315bafdfcd555a947eb6640b,chapters/barcelona/food.html,supporting,processed
girona-onyar-01,onyar,The houses of the Onyar.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:The_houses_of_the_Onyar.jpg,https://upload.wikimedia.org/wikipedia/commons/5/50/The_houses_of_the_Onyar.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Guyw4444,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed; original stored downscaled to max 4000px",2026-08-06,4032,3024,source/ASSETS/photos/originals/girona/girona-onyar-01.jpg,e7779f849e2418436f6507dfff0161cf74540183776ec5ab11386d36a7431ce1,daily/day-04.html;chapters/girona/index.html;places/onyar.html,hero,processed
girona-cathedral-01,girona-cathedral,Girona Cathedral 2020.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Girona_Cathedral_2020.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1c/Girona_Cathedral_2020.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Fernando,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed; original stored downscaled to max 4000px",2026-08-06,4380,5475,source/ASSETS/photos/originals/girona/girona-cathedral-01.jpg,cdb6a44d127aac7a9d094571516cddc4c106730037e13e1edaf7affcad2160b3,daily/day-04.html;places/girona-cathedral.html,major,processed
girona-collioure-01,collioure,"L'église Notre-Dame-des-Anges et une partie du port, Collioure (6).JPG",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:L%27%C3%A9glise_Notre-Dame-des-Anges_et_une_partie_du_port,_Collioure_(6).JPG",https://upload.wikimedia.org/wikipedia/commons/0/0f/L%27%C3%A9glise_Notre-Dame-des-Anges_et_une_partie_du_port%2C_Collioure_%286%29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Citevia,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed; original stored downscaled to max 4000px",2026-08-06,4264,2622,source/ASSETS/photos/originals/girona/girona-collioure-01.jpg,c474a8f316eb19ccedf3e028a82417db5aeb5917c96fb0a0064508286a11a594,daily/day-05.html;places/collioure.html,hero,processed
girona-peratallada-01,peratallada,Nucli històric de Peratallada 1.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Nucli_hist%C3%B2ric_de_Peratallada_1.JPG,https://upload.wikimedia.org/wikipedia/commons/9/9b/Nucli_hist%C3%B2ric_de_Peratallada_1.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Carlos Pino Andújar,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed",2026-08-06,3008,2000,source/ASSETS/photos/originals/girona/girona-peratallada-01.jpg,fd5c5a8d6652f94b8bb101913e064e761aa640528e9cf0f4a871847dfd486ae8,daily/day-06.html;places/peratallada.html,major,processed
girona-calella-01,calella-de-palafrugell,Calella de Palafrugell (26023087965).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Calella_de_Palafrugell_(26023087965).jpg,https://upload.wikimedia.org/wikipedia/commons/f/f1/Calella_de_Palafrugell_%2826023087965%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Jorge Franganillo,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed",2026-08-06,1950,1300,source/ASSETS/photos/originals/girona/girona-calella-01.jpg,f902802781a6cc3a54ea080e7c728d2e0854a046196618aa9eb6aa66587ac1ff,daily/day-06.html;places/calella-de-palafrugell.html,major,processed
girona-xuixo-01,xuixo,Xuixo.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Xuixo.jpg,https://upload.wikimedia.org/wikipedia/commons/0/07/Xuixo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Cangur,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed",2026-08-06,2592,1944,source/ASSETS/photos/originals/girona/girona-xuixo-01.jpg,351c379c296f6c51d1dd7cd5d365be18567beafc2312875f882565549aed8b9c,chapters/girona/food.html,supporting,processed
girona-suquet-01,suquet-de-peix,Suquet de peix.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Suquet_de_peix.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bd/Suquet_de_peix.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"Hector Garcia from Barcelona, Catalonia, Spain",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed",2026-08-06,1280,960,source/ASSETS/photos/originals/girona/girona-suquet-01.jpg,5c4656275f51cee230ffc5183f18755b0ebb664487221170a855bcd9f44bb9f2,chapters/girona/food.html,supporting,processed
nice-promenade-01,promenade-des-anglais,Nice promenade-anglais.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Nice_promenade-anglais.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d2/Nice_promenade-anglais.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,The original uploader was Floflo at French Wikipedia .,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed",2026-08-06,2832,2128,source/ASSETS/photos/originals/nice/nice-promenade-01.jpg,f7e2abe13297d377a8d08c1844df96005a067f139d391a343bf421554fcd023e,daily/day-11.html;places/promenade-des-anglais.html,hero,processed
nice-cours-saleya-01,cours-saleya,Cours Saleya market fruit stalls Nice 2026.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cours_Saleya_market_fruit_stalls_Nice_2026.JPG,https://upload.wikimedia.org/wikipedia/commons/e/e1/Cours_Saleya_market_fruit_stalls_Nice_2026.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Mike is Michi,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed; original stored downscaled to max 4000px",2026-08-06,5356,4012,source/ASSETS/photos/originals/nice/nice-cours-saleya-01.jpg,2a4d0437b51f55943360ff42b3e3797897da8e2884700eaff4780f9e92c2e1b4,daily/day-08.html;places/cours-saleya.html,major,processed
nice-vieux-nice-01,vieux-nice,Vue du Vieux-Nice.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Vue_du_Vieux-Nice.jpg,https://upload.wikimedia.org/wikipedia/commons/0/05/Vue_du_Vieux-Nice.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Baptiste Rossi,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed",2026-08-06,2576,1932,source/ASSETS/photos/originals/nice/nice-vieux-nice-01.jpg,c799f4ab725b0e9de502c834852902d72a3f6f05d47a3d9887cb353e7400cdc2,daily/day-08.html;places/vieux-nice.html,hero,processed
nice-colline-chateau-01,colline-du-chateau,Nice Harbor from Castle Hill 01.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Nice_Harbor_from_Castle_Hill_01.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8a/Nice_Harbor_from_Castle_Hill_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Spike,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed; original stored downscaled to max 4000px",2026-08-06,12689,5226,source/ASSETS/photos/originals/nice/nice-colline-chateau-01.jpg,0d77f30dc4fe2873ca434fe9ebcf01aee3a0a9b56036c5990afe647c8f32e1b8,daily/day-08.html;places/colline-du-chateau.html,major,processed
nice-suquet-01,le-suquet,Le Suquet old town panorama Cannes 2026.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Le_Suquet_old_town_panorama_Cannes_2026.JPG,https://upload.wikimedia.org/wikipedia/commons/3/33/Le_Suquet_old_town_panorama_Cannes_2026.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Mike is Michi,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed; original stored downscaled to max 4000px",2026-08-06,5660,4240,source/ASSETS/photos/originals/nice/nice-suquet-01.jpg,93922d6cec6e53196416f8464158dda396b9b42bbf5138c32ab28180c1b84a7c,daily/day-09.html;places/le-suquet.html,major,processed
nice-socca-01,socca,Socca a Nice.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Socca_a_Nice.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f0/Socca_a_Nice.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Myrabella,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed",2026-08-06,3648,2736,source/ASSETS/photos/originals/nice/nice-socca-01.jpg,a2d53a7624574399f3221bdce55b1dd319150c862c422b754ab3469f1ea13242,chapters/nice/food.html,supporting,processed
nice-pissaladiere-01,pissaladiere,Pissaladière.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pissaladi%C3%A8re.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ee/Pissaladi%C3%A8re.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Cdg83,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed",2026-08-06,3264,2448,source/ASSETS/photos/originals/nice/nice-pissaladiere-01.jpg,b70a78ffce4c013c9ed52aed15ae9da417a559e1173fa1c5378e1ed2bf09a5b2,chapters/nice/food.html,supporting,processed
barcelona-eixample-01,eixample,Diagonal in Barcelona (3795275260).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Diagonal_in_Barcelona_(3795275260).jpg,https://upload.wikimedia.org/wikipedia/commons/6/69/Diagonal_in_Barcelona_%283795275260%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"Oh-Barcelona.com from Barcelona, Spain",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed",2026-08-06,3648,2736,source/ASSETS/photos/originals/barcelona/barcelona-eixample-01.jpg,02043c7fb9c539f5409965f25ce6440d2ad9fe5d6172d2a098bcd997c7d21cf4,daily/day-01.html,supporting,processed
girona-cadaques-01,cadaques,Cadaques-vista.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cadaques-vista.JPG,https://upload.wikimedia.org/wikipedia/commons/a/a6/Cadaques-vista.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Bocachete,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed",2026-08-06,2592,1944,source/ASSETS/photos/originals/girona/girona-cadaques-01.jpg,4ff5163dc015fedf2cc96813c11c96ffb776b4a9764b36a1440947bbe43db133,daily/day-05.html,hero,processed
girona-tossa-01,tossa-de-mar,WLM - 2020 - Castillo de Tosa de Mar.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:WLM_-_2020_-_Castillo_de_Tosa_de_Mar.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9d/WLM_-_2020_-_Castillo_de_Tosa_de_Mar.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Moahim,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed; original stored downscaled to max 4000px",2026-08-06,4923,2886,source/ASSETS/photos/originals/girona/girona-tossa-01.jpg,a3bb788e6fd795a60e489aef90bf6c3ebb9052c40089cce7fac445098bd40a24,daily/day-06.html,hero,processed
girona-sant-feliu-01,sant-feliu-de-guixols,View of Sant Feliu de Guíxols beach and marina.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:View_of_Sant_Feliu_de_Gu%C3%ADxols_beach_and_marina.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e2/View_of_Sant_Feliu_de_Gu%C3%ADxols_beach_and_marina.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Sgroey,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed; original stored downscaled to max 4000px",2026-08-06,4032,3024,source/ASSETS/photos/originals/girona/girona-sant-feliu-01.jpg,0cee059edebcc34de3fac247784c54a647c991c42c864a40c8bbe2592f756165,daily/day-06.html,major,processed
nice-monaco-01,monaco,Panorama von Monaco-La Turbie.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Panorama_von_Monaco-La_Turbie.jpg,https://upload.wikimedia.org/wikipedia/commons/d/da/Panorama_von_Monaco-La_Turbie.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Tobi 87,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed; original stored downscaled to max 4000px",2026-08-06,6869,3511,source/ASSETS/photos/originals/nice/nice-monaco-01.jpg,a3ed00140372a9ce864b53060864be8538a7adfe17644a5f6d4a8eb624d43b6d,daily/day-10.html,hero,processed
nice-monaco-ville-01,monaco-ville,Monaco from the bottom of the exotic garden.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monaco_from_the_bottom_of_the_exotic_garden.jpg,https://upload.wikimedia.org/wikipedia/commons/9/96/Monaco_from_the_bottom_of_the_exotic_garden.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Tangopaso,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed; original stored downscaled to max 4000px",2026-08-06,4416,3312,source/ASSETS/photos/originals/nice/nice-monaco-ville-01.jpg,352f65af443cece27a1c4a1eb1bebd63d94349ab4a80ade4878fc555ed42a67a,daily/day-10.html,major,processed
nice-palais-01,place-du-palais,Princely Palace of Monaco 02.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Princely_Palace_of_Monaco_02.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cd/Princely_Palace_of_Monaco_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Niels Mickers,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed; original stored downscaled to max 4000px",2026-08-06,4912,2064,source/ASSETS/photos/originals/nice/nice-palais-01.jpg,abd817470e41492751996a00ebfe1f0dd2ee5f3ef9003fbedf3c19d7f90f01d3,daily/day-10.html,major,processed
nice-monaco-cathedral-01,monaco-cathedral,"Cathedral of Our Lady Immaculate, Monaco (frontage).jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Cathedral_of_Our_Lady_Immaculate,_Monaco_(frontage).jpg",https://upload.wikimedia.org/wikipedia/commons/5/57/Cathedral_of_Our_Lady_Immaculate%2C_Monaco_%28frontage%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Uhooep,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed; original stored downscaled to max 4000px",2026-08-06,5184,3456,source/ASSETS/photos/originals/nice/nice-monaco-cathedral-01.jpg,c6dbe7ad184ce9cc5d17b6368ac08d8f7c463cd3fd67f2d7c03be65ac5c5d49e,daily/day-10.html,major,processed
nice-monte-carlo-01,monte-carlo,Le casino de Monte-Carlo.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Le_casino_de_Monte-Carlo.JPG,https://upload.wikimedia.org/wikipedia/commons/f/f3/Le_casino_de_Monte-Carlo.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Fruitpunchline,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"EXIF orientation corrected; cropped, resized and converted to WebP; metadata removed; original stored downscaled to max 4000px",2026-08-06,5184,3456,source/ASSETS/photos/originals/nice/nice-monte-carlo-01.jpg,08d8482cc24e110fff9a211711850b7d06e0d4ff617ac1a9612dda167f3330a9,daily/day-10.html,major,processed
